CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15001578,649,Germany,Female,24,8,0.0,1,0,1,192381.12,0
15001579,688,Germany,Female,42,1,0.0,2,1,1,177895.16,1
15001580,542,France,Male,42,5,96068.68,1,1,1,115290.68,0
15001581,684,France,Male,35,4,0.0,4,1,1,84995.06,0
15001582,635,Germany,Female,56,0,90489.19,1,1,0,39397.62,0
15001583,532,France,Female,22,10,102318.12,2,1,1,48956.84,0
15001584,520,Spain,Female,18,6,0.0,1,1,0,43767.71,0
15001585,781,France,Female,30,0,204436.41,1,0,0,178323.31,0
15001586,569,Germany,Male,45,9,157330.18,2,1,1,183362.55,0
15001587,746,France,Male,27,8,79222.54,1,1,1,64034.51,0
15001588,713,France,Female,28,3,162316.97,3,1,0,140383.68,0
15001589,590,Germany,Female,47,7,0.0,3,0,1,24942.36,0
15001590,697,Germany,Male,42,0,0.0,2,0,0,112289.66,0
15001591,681,Spain,Female,41,4,0.0,1,1,1,59889.99,0
15001592,737,France,Male,45,2,0.0,3,0,1,190115.79,0
15001593,666,France,Male,33,3,199271.64,1,1,1,27221.51,1
15001594,618,Germany,Female,34,3,125432.63,3,1,0,27026.49,1
15001595,777,Germany,Female,46,7,90209.31,2,1,1,154258.49,0
15001596,720,France,Male,24,9,0.0,1,0,0,62395.26,1
15001597,588,France,Male,18,9,98483.87,2,0,0,51061.38,0
15001598,633,France,Male,33,2,169633.33,2,0,1,41917.91,0
15001599,774,Spain,Female,47,0,69986.3,2,1,0,50599.85,1
15001600,793,France,Male,40,4,107358.24,2,1,0,197822.92,0
15001601,632,France,Female,46,1,0.0,1,1,1,90754.58,0
15001602,696,France,Female,18,10,97210.29,1,1,0,50059.8,0
15001603,684,France,Female,41,5,73602.23,1,1,0,12652.57,0
15001604,544,France,Male,44,3,76270.72,1,1,0,24236.35,0
15001605,698,Germany,Female,24,8,100747.53,1,1,0,131361.03,1
15001606,443,France,Male,46,6,184777.67,2,1,1,52094.58,0
15001607,737,Spain,Male,36,1,91163.22,1,1,1,111183.39,0
15001608,699,France,Male,68,6,0.0,2,1,1,110546.08,0
15001609,359,Germany,Male,18,9,84722.43,2,1,1,72399.7,1
15001610,557,Spain,Female,51,7,69747.57,2,1,1,142689.78,0
15001611,480,Germany,Male,34,2,0.0,2,0,1,6667.53,0
15001612,551,Germany,Male,21,2,0.0,4,0,1,83419.75,0
15001613,662,France,Female,32,10,148635.24,1,1,1,86836.25,0
15001614,817,France,Male,40,1,0.0,1,1,0,24915.11,1
15001615,699,Germany,Female,48,0,0.0,1,1,1,3068.3,0
15001616,613,Spain,Male,55,2,131420.79,2,0,0,106837.01,0
15001617,718,Germany,Male,52,9,0.0,2,1,0,58946.36,0
15001618,709,Germany,Female,28,10,0.0,1,0,0,186435.3,1
15001619,788,Germany,Male,49,6,177674.43,2,1,1,141141.02,0
15001620,730,France,Female,41,10,96089.12,2,0,1,17633.29,0
15001621,650,France,Male,31,8,40692.39,2,1,0,131092.09,0
15001622,505,Germany,Male,35,8,122717.65,2,1,1,175052.5,0
15001623,779,Spain,Male,30,5,116965.78,2,0,0,191378.91,0
15001624,638,France,Male,38,5,65462.48,2,0,0,62545.73,0
15001625,564,Germany,Male,30,10,116033.49,2,1,1,87600.58,0
15001626,459,France,Female,27,4,0.0,1,0,1,129059.7,0
15001627,539,Germany,Male,42,1,0.0,1,1,1,181897.7,0
15001628,688,France,Male,44,6,0.0,1,1,1,135213.15,0
15001629,612,France,Male,36,0,0.0,2,0,0,76853.9,0
15001630,745,Spain,Female,51,5,0.0,1,1,1,18050.99,0
15001631,805,France,Female,35,3,129040.34,3,1,0,28851.27,0
15001632,445,Germany,Female,34,2,53394.97,2,1,1,109570.59,0
15001633,552,Spain,Female,44,10,55909.75,2,1,0,47677.51,0
15001634,663,Spain,Male,36,0,188203.65,1,1,1,89921.72,0
15001635,792,France,Male,38,5,124563.49,1,0,0,81477.79,0
15001636,569,France,Female,18,6,111714.66,1,1,1,114105.86,0
15001637,671,France,Female,38,10,0.0,2,1,0,66701.23,0
15001638,545,Spain,Male,19,0,0.0,1,0,1,92129.26,0
15001639,641,Spain,Male,25,10,115846.52,1,1,1,116399.58,0
15001640,663,Germany,Female,24,0,141958.01,2,1,0,118821.37,0
15001641,618,Spain,Female,27,6,55734.79,2,0,1,93581.15,0
15001642,807,Germany,Male,32,10,0.0,2,1,1,142824.97,0
15001643,764,Germany,Female,33,5,0.0,3,1,0,78051.46,0
15001644,619,France,Male,44,6,0.0,3,1,0,157600.04,0
15001645,624,Spain,Male,40,7,0.0,1,0,1,196921.94,0
15001646,726,France,Male,18,7,142826.79,1,1,1,151856.07,0
15001647,654,Spain,Male,38,8,0.0,1,0,1,155985.08,0
15001648,651,Spain,Male,41,8,121509.53,1,0,1,174452.71,0
15001649,584,Germany,Female,34,6,0.0,1,1,0,20708.23,1
15001650,707,France,Male,37,8,141245.18,4,0,0,112232.57,1
15001651,588,France,Female,39,5,0.0,4,1,1,134379.35,0
15001652,588,France,Male,45,8,165338.11,1,0,0,183054.11,0
15001653,677,France,Male,22,10,0.0,2,0,1,166687.76,0
15001654,663,France,Female,35,1,0.0,1,0,0,77838.53,0
15001655,653,Spain,Female,53,10,102870.15,1,1,1,62402.38,0
15001656,475,Germany,Female,52,1,35486.61,2,0,1,59245.04,1
15001657,672,France,Female,46,5,0.0,2,0,0,50049.04,0
15001658,457,France,Male,43,2,73357.73,2,1,0,61852.7,1
15001659,748,France,Male,54,1,107272.67,4,0,0,146831.12,0
15001660,596,Germany,Female,57,7,0.0,1,1,0,23113.72,1
15001661,665,Germany,Female,36,6,168069.56,3,1,1,146933.03,1
15001662,594,Spain,Female,28,7,120157.61,1,1,0,38883.2,0
15001663,679,France,Female,35,5,0.0,1,1,0,124813.29,0
15001664,534,Spain,Female,68,8,0.0,1,1,0,119204.62,0
15001665,827,Spain,Male,22,8,0.0,2,1,1,118528.2,0
15001666,584,France,Female,33,1,33253.16,2,1,1,62142.94,1
15001667,734,Spain,Female,23,9,0.0,2,1,0,29997.94,0
15001668,542,France,Female,39,4,67936.7,1,1,1,158392.91,0
15001669,612,Spain,Male,25,8,0.0,1,1,0,48365.54,0
15001670,577,France,Male,36,2,79889.09,1,1,0,15914.8,0
15001671,592,Spain,Male,18,4,58093.97,2,0,0,31722.17,0
15001672,690,Spain,Male,44,7,48187.09,1,0,1,22835.81,0
15001673,694,Spain,Female,50,1,0.0,1,0,1,142972.87,0
15001674,689,Spain,Male,34,5,0.0,1,1,1,149044.62,0
15001675,566,France,Male,36,10,131723.31,1,1,0,67592.13,0
15001676,662,France,Male,36,3,0.0,1,1,0,152958.11,0
15001677,568,France,Female,39,5,89439.5,1,1,1,167687.62,0
15001678,790,France,Male,37,2,65198.93,2,1,1,95435.55,0
15001679,561,Germany,Male,45,5,116180.97,2,1,0,165395.51,0
15001680,604,France,Male,50,6,125635.64,2,1,1,100799.27,0
15001681,655,Spain,Male,29,9,26326.66,2,0,1,161858.03,0
15001682,551,Germany,Male,34,2,0.0,1,0,1,88232.1,0
15001683,710,Spain,Male,47,4,0.0,1,1,1,11796.43,0
15001684,756,France,Female,23,7,133340.52,1,1,1,44069.74,0
15001685,565,Spain,Male,18,1,0.0,1,0,1,60737.36,0
15001686,584,Spain,Male,40,6,48506.36,2,0,0,88111.01,0
15001687,764,France,Female,42,0,84707.48,2,1,0,94907.8,0
15001688,663,Germany,Male,30,6,0.0,1,1,0,195124.05,0
15001689,628,Spain,Female,32,0,72289.27,1,1,1,95073.38,0
15001690,576,France,Male,30,3,34408.41,2,1,0,74313.81,0
15001691,614,Germany,Female,29,3,29711.02,1,1,0,72148.77,1
15001692,635,France,Female,44,4,0.0,2,0,1,177179.14,1
15001693,711,France,Female,26,1,116653.6,2,1,1,76991.11,1
15001694,649,France,Male,35,10,176318.1,2,1,1,157030.01,0
15001695,562,France,Male,28,5,95897.44,3,1,0,49848.3,0
15001696,599,France,Male,23,5,116259.05,1,0,0,85791.67,1
15001697,542,France,Female,46,7,111528.51,1,1,1,114779.11,1
15001698,637,Spain,Female,32,9,107437.42,2,1,0,112893.29,0
15001699,850,Germany,Male,39,0,114352.73,3,1,1,115914.98,0
15001700,850,Spain,Male,22,3,0.0,3,1,0,148265.9,0
15001701,681,France,Male,30,1,0.0,1,1,0,102028.06,0
15001702,491,France,Male,45,10,97635.54,2,1,0,36662.31,0
15001703,738,Germany,Male,63,7,0.0,1,1,0,116220.05,0
15001704,714,France,Male,18,3,0.0,2,0,0,59607.62,0
15001705,850,France,Female,35,7,84042.34,2,0,1,60114.47,0
15001706,657,Germany,Female,42,1,23376.27,2,1,0,25729.63,0
15001707,609,France,Female,31,3,129124.62,2,1,1,181996.89,1
15001708,554,Germany,Male,46,8,0.0,2,1,1,12986.56,0
15001709,728,Germany,Female,29,4,0.0,3,0,1,7556.87,1
15001710,631,France,Female,39,5,181190.7,2,1,1,144981.4,0
15001711,625,France,Male,32,9,42478.74,2,1,0,140972.32,0
15001712,601,Spain,Female,50,8,58180.26,2,0,1,70112.71,0
15001713,850,France,Male,31,8,98288.63,2,0,0,148117.7,0
15001714,610,France,Male,34,6,0.0,2,0,1,97554.3,0
15001715,717,Spain,Male,47,10,120821.59,1,1,0,145654.36,0
15001716,694,France,Male,27,1,0.0,1,1,1,109156.87,0
15001717,436,Germany,Female,38,6,0.0,2,1,1,146493.14,0
15001718,850,Spain,Male,19,8,140828.91,1,1,0,154536.47,0
15001719,472,France,Male,27,1,0.0,2,1,0,56720.58,0
15001720,563,France,Male,41,6,88537.19,1,1,1,77055.16,0
15001721,601,France,Female,28,6,0.0,2,1,0,100894.07,1
15001722,580,France,Male,32,2,135201.47,1,0,0,38117.12,0
15001723,628,France,Female,42,5,43384.73,3,1,1,194068.09,0
15001724,575,Germany,Female,32,7,101964.25,1,1,1,184828.4,0
15001725,780,France,Male,46,9,0.0,2,1,1,155398.03,0
15001726,706,Germany,Male,40,7,0.0,1,1,1,39666.37,1
15001727,590,Spain,Female,42,2,0.0,2,1,0,90623.63,1
15001728,569,Spain,Male,50,5,132476.53,2,1,1,185457.57,0
15001729,595,Germany,Male,41,1,55647.94,1,1,0,122446.69,1
15001730,563,France,Female,53,1,178651.07,1,1,0,77093.38,1
15001731,534,Germany,Male,47,7,40985.95,1,1,1,18327.47,0
15001732,739,Germany,Male,32,10,14664.57,1,1,0,20038.45,1
15001733,612,France,Male,50,9,0.0,1,0,0,135662.24,0
15001734,687,France,Male,40,4,129268.24,1,0,0,62313.71,0
15001735,656,Spain,Female,34,4,0.0,3,1,1,99351.68,0
15001736,789,France,Female,40,10,0.0,1,1,1,150315.62,0
15001737,735,France,Female,49,3,0.0,2,1,0,36572.71,0
15001738,684,France,Female,42,10,227016.62,1,1,1,15537.71,0
15001739,850,France,Male,56,9,0.0,2,0,0,75335.79,1
15001740,582,Spain,Male,48,3,48626.9,2,1,1,32495.8,0
15001741,631,Germany,Male,43,7,0.0,1,1,1,102076.65,0
15001742,712,Spain,Male,27,2,127191.86,2,1,1,110558.37,0
15001743,731,France,Female,36,10,111202.45,2,1,0,22124.4,0
15001744,565,France,Female,38,2,182097.41,1,0,0,158578.22,1
15001745,646,France,Male,44,7,49789.64,2,1,1,4678.1,0
15001746,652,France,Male,44,2,156679.13,2,1,1,68834.05,0
15001747,850,France,Male,39,1,66551.07,1,1,0,9369.46,0
15001748,713,Spain,Male,39,10,175095.28,2,1,1,141421.39,0
15001749,753,France,Male,45,4,162143.49,2,1,1,175704.38,0
15001750,612,Germany,Male,29,10,58311.84,3,1,0,69641.12,0
15001751,577,France,Female,54,2,0.0,2,1,0,65649.53,0
15001752,609,France,Female,18,5,92641.47,1,1,1,138866.26,0
15001753,702,France,Male,52,10,92250.25,2,1,0,174308.42,0
15001754,791,Spain,Male,37,6,32049.85,1,1,1,177430.11,0
15001755,513,Spain,Male,48,2,71543.51,1,0,0,116859.66,0
15001756,840,Spain,Female,41,8,0.0,2,0,1,118808.75,0
15001757,735,France,Female,41,9,0.0,1,1,0,123877.27,0
15001758,746,France,Female,43,0,121426.46,2,1,0,101627.37,0
15001759,739,Germany,Male,46,6,0.0,2,1,0,106188.43,1
15001760,611,France,Female,34,3,136531.12,1,1,0,18945.97,0
15001761,637,Spain,Male,48,6,68031.35,2,1,0,196528.34,0
15001762,715,France,Female,27,8,18077.86,1,1,1,12387.25,0
15001763,626,France,Male,37,8,0.0,1,1,0,96078.09,0
15001764,672,France,Male,46,0,34672.32,1,1,0,157083.46,0
15001765,586,France,Female,47,9,0.0,2,1,1,116619.79,0
15001766,724,Germany,Male,42,3,98610.84,1,1,1,19233.84,0
15001767,636,France,Male,34,6,0.0,2,1,1,111091.41,0
15001768,611,France,Male,46,9,62399.09,1,1,0,181070.09,0
15001769,570,France,Male,31,5,142038.37,1,1,1,124400.54,0
15001770,586,France,Male,55,8,51399.6,1,0,1,155867.16,0
15001771,523,Spain,Male,37,6,125430.81,1,1,0,92505.26,0
15001772,690,Spain,Male,22,2,77660.0,1,1,1,62426.53,0
15001773,592,Spain,Male,26,6,165682.93,2,0,0,40029.58,0
15001774,645,Spain,Female,38,9,173375.01,2,1,1,169845.0,0
15001775,766,France,Male,39,4,0.0,2,1,0,141305.6,0
15001776,638,Germany,Male,57,1,0.0,2,1,1,35588.2,0
15001777,634,France,Male,27,9,118873.54,1,1,1,110350.92,0
15001778,645,France,Female,38,2,0.0,2,1,1,141942.44,0
15001779,678,Spain,Female,27,5,0.0,2,1,1,113611.72,0
15001780,605,France,Male,33,5,141507.36,1,1,1,189897.21,0
15001781,731,Spain,Female,54,6,98094.07,2,0,1,36968.54,0
15001782,662,France,Female,26,5,0.0,1,1,1,142872.04,0
15001783,597,Germany,Female,43,8,197900.1,3,1,0,123308.31,1
15001784,617,Germany,Female,41,4,0.0,1,1,0,183785.85,1
15001785,759,Spain,Female,37,4,0.0,1,0,1,172516.93,0
15001786,586,Germany,Female,43,7,0.0,2,0,1,129695.89,0
15001787,690,Germany,Female,26,7,54298.35,2,1,0,87197.76,0
15001788,695,France,Male,54,0,135805.24,2,1,1,32826.55,0
15001789,546,Germany,Female,57,2,30866.3,1,0,0,160575.87,0
15001790,511,France,Female,38,5,152971.01,2,1,1,164891.94,0
15001791,619,Germany,Male,62,5,50348.96,3,1,0,72427.62,0
15001792,727,Germany,Female,34,0,40616.53,3,1,0,45257.99,1
15001793,508,Germany,Male,42,1,28641.76,2,1,1,186339.44,0
15001794,566,France,Male,52,9,0.0,2,0,0,93784.84,0
15001795,714,France,Female,33,6,86720.87,4,1,0,147245.39,0
15001796,547,Germany,Male,24,0,86313.29,1,0,0,124340.73,1
15001797,748,France,Male,21,9,41156.07,1,1,1,139929.75,0
15001798,850,France,Male,58,4,0.0,1,1,0,3720.14,0
15001799,571,France,Male,32,0,150030.41,1,1,1,125253.78,0
15001800,791,Spain,Male,36,5,118929.97,3,1,1,109936.8,0
15001801,681,Germany,Male,26,6,118169.84,4,1,1,150701.06,0
15001802,573,France,Male,47,7,0.0,3,0,1,187546.7,0
15001803,802,France,Female,30,2,58458.77,1,0,1,165986.71,1
15001804,689,France,Female,33,2,10717.92,2,1,1,88441.59,0
15001805,764,Spain,Male,40,10,0.0,2,1,1,119120.54,0
15001806,850,Germany,Female,27,0,160783.39,2,1,0,47722.89,1
15001807,639,France,Male,36,2,127280.89,2,1,1,490.98,0
15001808,703,France,Male,52,4,82483.77,3,1,0,29067.18,1
15001809,542,France,Male,42,5,0.0,4,1,0,14458.14,0
15001810,605,Germany,Female,39,2,0.0,1,1,0,149976.24,0
15001811,642,Spain,Female,40,3,156403.35,1,1,0,37538.2,0
15001812,670,France,Male,34,4,0.0,3,0,0,22283.59,0
15001813,445,France,Male,57,4,0.0,1,1,1,57015.61,1
15001814,798,France,Male,29,8,0.0,1,0,1,186725.54,0
15001815,710,Spain,Male,40,7,0.0,1,0,1,54959.61,1
15001816,699,France,Female,39,0,136169.17,2,0,0,131380.87,0
15001817,846,Spain,Male,48,1,37239.72,1,1,1,166720.27,0
15001818,805,Germany,Female,49,4,0.0,2,1,0,165785.71,1
15001819,635,France,Male,37,2,76153.75,2,0,0,188743.38,0
15001820,595,France,Female,40,6,172470.33,1,0,0,72492.98,0
15001821,709,France,Female,41,10,106564.77,4,0,1,97601.59,0
15001822,798,Germany,Male,18,5,29950.34,2,1,0,47521.93,0
15001823,635,Spain,Female,22,1,0.0,2,1,1,12990.86,0
15001824,735,Germany,Female,31,7,80940.92,2,0,1,195635.55,0
15001825,813,Germany,Male,32,4,171394.29,2,1,0,173332.56,0
15001826,744,France,Male,26,5,98217.3,1,0,0,63013.55,0
15001827,496,Spain,Female,45,7,0.0,1,1,1,157982.62,0
15001828,535,Spain,Male,38,5,0.0,2,0,1,165943.48,0
15001829,840,France,Male,35,9,80842.09,2,1,1,49029.45,0
15001830,660,Spain,Male,25,2,159248.38,1,1,0,186755.99,0
15001831,681,Germany,Female,37,6,41873.02,2,1,0,64103.11,0
15001832,704,Germany,Female,18,3,103770.28,1,1,0,113598.98,0
15001833,787,Germany,Female,36,5,68182.03,1,1,1,159528.91,1
15001834,574,Spain,Male,38,5,0.0,1,0,0,118022.75,0
15001835,610,Germany,Male,40,10,0.0,2,0,1,51904.08,0
15001836,553,France,Female,22,4,0.0,2,1,1,186546.46,0
15001837,451,France,Female,40,0,169338.25,1,0,0,700.57,1
15001838,689,Spain,Male,27,7,74017.37,1,1,0,104980.92,0
15001839,566,France,Male,29,9,0.0,1,1,0,8960.49,1
15001840,742,France,Male,45,1,0.0,1,1,1,130961.75,0
15001841,591,France,Female,58,3,0.0,2,1,0,8491.93,0
15001842,520,France,Female,38,2,0.0,1,0,1,11347.99,0
15001843,751,Germany,Female,29,5,82278.96,2,0,0,98637.12,0
15001844,700,Spain,Female,39,10,0.0,1,0,1,137571.02,0
15001845,634,France,Male,47,0,11661.91,1,1,1,84200.48,0
15001846,639,France,Female,44,8,0.0,2,0,1,182795.78,0
15001847,707,France,Female,65,4,55734.22,2,1,1,185408.39,0
15001848,813,Spain,Male,30,4,0.0,1,1,0,89746.62,1
15001849,688,Germany,Female,40,3,36419.79,2,1,0,120446.14,1
15001850,695,France,Male,53,3,0.0,2,1,0,195813.83,0
15001851,606,Spain,Female,52,0,30856.69,1,0,1,164351.14,0
15001852,627,Spain,Female,18,8,0.0,1,0,1,26873.34,0
15001853,350,Spain,Female,37,8,150393.73,1,1,1,14237.4,0
15001854,559,Spain,Female,52,3,47578.47,1,1,0,113875.05,0
15001855,547,France,Male,66,9,115685.49,2,0,1,168527.53,0
15001856,545,Spain,Male,45,9,0.0,2,1,1,151440.25,0
15001857,613,France,Male,34,3,0.0,1,1,0,125315.35,0
15001858,623,Spain,Female,27,6,0.0,2,1,0,166981.96,0
15001859,547,Germany,Female,60,3,149430.87,2,1,1,26044.89,1
15001860,770,Spain,Female,45,0,130245.29,2,0,1,94172.12,1
15001861,707,Germany,Male,29,10,0.0,2,1,0,157869.05,0
15001862,669,France,Female,35,8,191306.39,2,1,0,31991.08,1
15001863,711,Germany,Female,41,1,95044.55,2,1,1,74692.99,0
15001864,484,Spain,Female,43,4,55223.26,3,0,1,91850.35,0
15001865,482,Spain,Male,29,3,26469.27,1,1,1,15010.98,0
15001866,766,France,Male,31,7,128694.19,1,0,0,4514.86,0
15001867,850,France,Male,21,5,0.0,2,1,0,101529.2,0
15001868,655,France,Female,48,6,69167.45,1,1,1,181396.57,0
15001869,850,Germany,Female,34,1,65713.21,1,1,1,20535.1,0
15001870,650,Spain,Female,42,3,110747.33,1,0,0,25902.31,0
15001871,581,France,Male,52,3,73980.52,2,1,0,11534.59,1
15001872,744,Germany,Male,40,1,32278.83,2,1,1,72438.3,0
15001873,443,Spain,Female,36,9,0.0,1,0,0,78804.26,1
15001874,593,Germany,Female,39,3,58898.33,1,1,1,196664.03,0
15001875,570,Germany,Female,38,8,96705.0,2,1,0,164577.34,0
15001876,534,Germany,Female,50,7,0.0,1,0,0,73109.67,0
15001877,602,Germany,Male,41,10,0.0,1,1,1,76152.53,0
15001878,677,France,Female,32,0,147001.53,1,1,0,83254.64,0
15001879,775,Germany,Female,48,7,0.0,3,1,1,118074.6,1
15001880,749,Germany,Male,50,10,64611.74,2,1,1,175296.21,0
15001881,497,Spain,Male,24,8,89660.38,1,1,1,45913.44,1
15001882,850,Germany,Male,53,7,89146.32,1,1,0,49120.78,0
15001883,769,Spain,Male,41,9,117277.96,2,1,0,198088.79,0
15001884,653,France,Female,40,0,88145.11,2,1,0,97838.2,0
15001885,779,France,Male,48,7,0.0,2,1,1,136897.13,0
15001886,561,France,Male,32,4,0.0,2,1,0,161669.03,0
15001887,731,France,Male,47,8,48652.31,2,1,0,97865.73,0
15001888,464,Germany,Female,34,8,92099.96,3,0,0,3292.71,1
15001889,620,Spain,Male,23,5,0.0,2,1,1,149935.8,0
15001890,780,France,Female,28,2,0.0,2,1,0,116627.58,0
15001891,606,France,Male,43,6,0.0,1,0,0,175546.57,0
15001892,610,Spain,Male,28,2,124133.96,2,0,0,160131.62,0
15001893,592,France,Male,54,6,115202.16,2,1,1,78997.66,0
15001894,631,Germany,Male,49,7,161704.37,1,1,1,8531.38,0
15001895,552,Germany,Male,51,4,108447.18,2,1,0,109958.53,0
15001896,801,Germany,Male,39,4,102778.52,1,0,1,196230.3,0
15001897,534,France,Female,40,3,111109.36,3,1,0,34297.81,1
15001898,681,France,Female,26,2,80959.58,1,1,1,101451.0,0
15001899,731,Spain,Male,47,7,141603.72,3,1,0,23979.21,1
15001900,579,Germany,Male,41,10,56311.0,3,1,0,187841.74,1
15001901,510,France,Female,43,5,0.0,2,1,0,165464.21,0
15001902,594,Spain,Female,54,5,97036.97,1,0,1,107444.3,0
15001903,612,France,Male,31,1,98726.01,1,1,0,127749.6,0
15001904,738,Germany,Female,36,3,61122.96,1,1,1,129182.35,0
15001905,635,France,Female,41,4,97321.76,1,1,0,190768.72,0
15001906,650,Spain,Female,28,10,105698.92,1,1,0,194179.55,0
15001907,515,France,Male,36,9,0.0,2,1,1,133052.01,0
15001908,631,France,Male,42,4,0.0,1,1,0,58809.86,0
15001909,787,France,Male,34,2,0.0,2,1,0,127898.05,1
15001910,755,France,Female,51,9,68620.66,2,0,0,111198.81,0
15001911,601,Spain,Female,22,4,65531.19,1,1,1,157806.24,0
15001912,729,Spain,Male,49,4,0.0,1,1,0,172636.18,0
15001913,636,France,Female,44,1,151620.71,2,1,1,127531.95,0
15001914,698,France,Female,32,4,106376.52,1,1,1,103377.07,0
15001915,621,Germany,Female,28,2,0.0,2,1,0,171388.57,1
15001916,557,Spain,Female,18,2,214368.24,1,1,0,89269.28,0
15001917,552,Germany,Female,30,4,126144.64,2,0,1,95437.13,1
15001918,700,France,Male,48,8,212303.47,1,0,0,3439.42,1
15001919,395,France,Female,37,1,107585.62,2,1,0,14385.32,1
15001920,752,Germany,Female,49,8,61094.43,1,1,1,85923.08,0
15001921,626,France,Male,31,2,0.0,2,0,1,1533.22,0
15001922,588,Germany,Male,45,6,0.0,1,1,1,40700.55,1
15001923,745,France,Female,30,0,0.0,1,1,1,135921.31,0
15001924,384,Spain,Male,28,0,0.0,1,1,1,125775.26,0
15001925,694,France,Female,36,7,74738.05,1,1,0,113372.62,1
15001926,807,Germany,Male,31,8,0.0,3,1,1,165026.66,0
15001927,518,France,Male,22,2,79645.97,1,1,1,72280.18,0
15001928,606,Germany,Male,36,5,97127.94,1,1,0,131979.37,0
15001929,693,France,Male,39,2,53669.75,1,0,0,128913.15,0
15001930,499,Germany,Female,50,5,0.0,1,0,1,131844.96,1
15001931,673,Germany,Female,47,6,67150.0,1,0,1,134785.54,0
15001932,850,Germany,Male,50,4,108417.88,2,1,0,160473.88,0
15001933,681,Germany,Male,45,2,83151.1,1,0,1,121662.51,0
15001934,678,Germany,Male,41,7,0.0,1,1,0,175234.26,1
15001935,534,Spain,Male,25,4,0.0,2,0,0,85537.14,0
15001936,777,France,Female,39,0,102713.94,1,1,0,194691.12,0
15001937,388,Spain,Male,43,8,153179.38,1,1,1,6733.9,0
15001938,646,France,Male,52,2,47752.5,4,0,0,26825.89,1
15001939,737,France,Male,44,1,64991.47,2,1,1,16752.32,0
15001940,410,France,Male,50,2,86784.66,2,1,1,87661.42,0
15001941,456,France,Male,27,6,30823.32,2,1,1,117581.2,0
15001942,508,Spain,Male,34,10,0.0,3,1,0,88516.07,0
15001943,781,Germany,Female,42,9,114880.66,1,1,1,42037.02,0
15001944,588,Spain,Female,49,7,0.0,1,1,1,46416.9,0
15001945,736,Germany,Female,36,1,53761.11,2,0,0,161438.81,0
15001946,720,France,Male,37,6,96563.28,2,1,0,10696.41,0
15001947,490,France,Male,44,10,90365.64,1,1,0,198301.64,1
15001948,612,France,Male,26,4,0.0,1,0,0,144145.21,1
15001949,628,France,Female,54,8,0.0,2,0,1,184239.66,0
15001950,699,France,Female,29,6,0.0,2,1,0,36573.62,1
15001951,671,France,Male,18,0,118945.24,2,0,1,111846.41,1
15001952,643,Germany,Male,38,0,0.0,2,1,0,105797.29,0
15001953,761,Germany,Female,54,5,0.0,1,0,1,124166.49,0
15001954,760,Spain,Female,43,8,102786.43,1,0,1,155538.68,0
15001955,510,Spain,Female,45,0,54410.36,1,0,1,142753.08,0
15001956,606,Germany,Female,38,2,0.0,4,0,1,78600.2,0
15001957,653,France,Female,36,4,148183.9,2,1,0,173860.98,0
15001958,658,Germany,Male,22,3,0.0,2,1,1,2860.73,0
15001959,702,Spain,Female,18,0,102920.97,1,1,1,50655.33,1
15001960,685,France,Female,39,9,117317.12,2,1,1,103898.14,0
15001961,707,France,Female,51,3,178357.4,2,1,0,171829.8,1
15001962,718,Spain,Male,41,3,29105.68,2,1,0,79788.58,0
15001963,622,France,Male,44,10,0.0,2,0,0,155209.31,0
15001964,617,Germany,Male,53,9,90374.09,1,1,1,53028.87,1
15001965,783,Germany,Male,41,3,213446.91,2,1,1,193868.92,0
15001966,602,France,Female,36,2,139029.66,1,1,1,3101.88,0
15001967,721,France,Male,29,6,0.0,1,1,1,35376.55,0
15001968,577,France,Male,58,0,0.0,3,1,0,4392.95,1
15001969,682,France,Female,43,1,32438.4,1,1,0,3438.52,0
15001970,689,France,Male,28,0,0.0,2,1,0,181145.41,0
15001971,712,Spain,Male,26,3,152067.9,1,1,1,55187.81,1
15001972,802,France,Male,50,4,192813.59,2,1,0,46861.92,0
15001973,554,Germany,Female,27,10,0.0,1,0,1,53432.58,0
15001974,664,France,Male,56,9,2997.62,2,1,1,160565.95,0
15001975,713,Spain,Female,18,4,81311.27,2,1,1,62364.76,0
15001976,713,France,Male,52,1,0.0,1,0,1,118625.09,0
15001977,620,France,Female,42,10,0.0,2,1,1,171672.69,0
15001978,686,Spain,Male,39,2,0.0,1,1,0,63762.12,0
15001979,648,Spain,Male,36,3,97242.74,3,1,0,29170.87,1
15001980,721,France,Male,56,9,77506.75,2,1,0,13505.81,0
15001981,642,Spain,Male,45,5,0.0,1,0,1,112670.15,0
15001982,643,France,Male,28,5,0.0,3,1,0,121169.86,0
15001983,676,France,Male,20,1,70334.06,3,1,0,174210.48,1
15001984,602,France,Male,39,1,35417.91,1,1,1,94714.58,0
15001985,577,France,Female,37,8,0.0,4,1,0,173447.99,0
15001986,522,Germany,Male,22,1,127229.3,1,0,1,102902.51,1
15001987,637,France,Male,37,1,41674.27,3,1,1,118048.08,0
15001988,579,France,Female,32,2,0.0,1,1,0,107523.25,0
15001989,621,Germany,Female,38,8,161385.42,1,0,0,60090.69,1
15001990,768,Spain,Male,45,5,13503.4,2,1,1,168734.03,0
15001991,624,France,Male,52,10,0.0,2,1,1,176862.68,0
